Customer ID,Age,Age_BIN,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Annual value,Accepted Home Equity Loan,Accepted Credit Card
17539,32,31-35,48,0,0,0,1,36,38,2,0,4,11,M,M,7,8,35,55,36997,49,F,200,F,F
17673,59,56-60,0,0,0,0,2,59,6,0,0,7,10,F,M,29,10,24,65,21782,47,T,0,F,F
6418,59,56-60,48,0,0,0,1,46,37,1,0,3,9,M,S,17,10,49,39,56119,9,F,100,F,F
6513,29,26-30,48,1,0,0,3,39,0,0,0,4,0,F,U,5,19,34,45,36683,42,T,30,F,F
6579,38,36-40,48,3,10.96899,69,1,38,16,1,0,3,7,F,S,8,10,28,61,38841,52,T,190,T,F
6638,29,26-30,48,1,11.14999,150,0,27,37,0,0,3,11,M,S,0,15,31,52,36461,25,F,30,F,F
23951,30,26-30,12,0,0,0,26,55,7,0,0,3,9,M,S,28,13,26,59,54213,35,T,0,F,T
6979,29,26-30,36,2,7.673283,40,3,36,25,1,0,3,0,F,M,5,6,36,56,36468,8,F,160,F,F
7029,32,31-35,48,0,0,0,1,39,20,1,0,4,10,M,M,11,15,39,44,38451,35,F,100,F,F
7197,28,26-30,36,1,7.689,89,1,29,8,3,0,6,9,M,S,3,18,52,28,37068,5,F,330,F,F
7222,30,26-30,36,0,0,0,1,30,15,0,0,1,7,F,S,0,7,33,58,38714,47,T,0,F,F
17921,57,56-60,48,0,0,0,0,46,13,0,0,2,11,M,U,16,7,26,66,50004,36,F,0,F,F
17944,33,31-35,36,0,0,0,2,38,16,4,0,1,9,M,M,10,6,29,64,39801,35,F,400,F,F
12705,31,31-35,0,0,0,0,1,34,5,0,0,3,9,M,U,4,10,20,69,39448,23,T,0,F,F
12760,67,66-70,48,2,9.070617,304,3,67,36,1,0,7,11,M,S,37,9,41,48,31841,12,F,160,F,F
12805,43,41-45,36,2,11.179,179,1,49,27,2,0,7,10,M,M,22,9,34,55,78183,4,F,260,T,F
12912,33,31-35,48,0,0,0,0,36,36,0,0,5,10,M,U,6,9,23,67,36970,4,F,0,F,F
14939,30,26-30,36,4,9.527283,94,1,34,6,1,0,4,11,F,S,4,7,55,36,38108,29,T,220,F,F
18636,32,31-35,12,0,0,0,24,55,5,0,0,2,9,M,S,30,8,27,63,37103,18,F,0,F,T
13089,58,56-60,36,0,0,0,2,45,16,0,0,3,8,M,U,13,12,11,75,69317,45,T,0,F,F
13125,58,56-60,0,0,0,0,2,43,2,2,0,2,9,F,S,10,7,46,45,55414,3,T,200,F,F
13143,54,51-55,48,0,0,0,1,49,37,2,0,3,9,F,M,17,12,36,51,73619,22,T,200,F,F
13355,29,26-30,36,0,0,0,3,40,15,0,0,5,11,M,S,9,14,34,50,38811,8,F,0,F,F
13362,56,56-60,48,0,0,0,0,46,5,1,0,6,9,F,U,14,6,36,57,76505,47,F,100,F,F
37441,28,26-30,36,0,0,0,26,54,33,1,0,5,11,M,M,29,13,18,68,43808,51,T,100,F,T
13582,33,31-35,36,0,0,0,2,22,19,3,0,6,10,M,S,0,14,47,38,37350,36,F,300,F,F
15472,34,31-35,36,0,0,0,1,34,11,1,0,5,10,F,S,6,11,31,57,39160,19,F,100,T,F
13225,40,36-40,36,0,0,0,3,48,34,2,0,7,11,F,U,21,12,37,50,76410,44,F,200,T,F
13358,32,31-35,48,0,0,0,0,38,40,1,0,5,11,M,U,5,12,25,62,39509,42,T,100,F,F
13830,60,56-60,36,4,0,159,1,49,34,1,0,5,9,M,M,17,10,22,66,41073,34,F,220,F,F
13458,31,31-35,36,0,0,0,1,33,26,4,0,3,0,F,M,1,13,46,39,37251,16,F,400,F,F
13610,28,26-30,36,0,0,0,1,26,23,0,0,5,10,M,S,0,15,31,52,38321,11,F,0,F,F
25169,32,31-35,12,0,0,0,25,52,0,6,0,6,8,M,S,23,14,34,51,51342,24,F,600,F,T
14282,31,31-35,36,2,8.292333,59,3,34,9,2,0,4,9,M,M,5,18,32,49,39257,35,T,260,F,F
14602,30,26-30,0,0,0,0,0,37,4,0,0,5,10,F,U,7,10,32,57,39176,37,F,0,F,F
17190,32,31-35,36,0,8.262323,0,21,51,28,2,0,5,10,F,M,20,7,29,63,34495,39,F,200,F,T
13911,44,41-45,48,55,33.289082,656,2,44,37,0,0,1,6,F,U,18,12,40,46,70514,45,F,1650,T,F
13945,61,61-65,36,1,8.486657,120,3,50,33,2,0,4,0,F,S,22,15,44,39,47187,21,F,230,F,F
14378,28,26-30,0,0,0,0,0,35,2,0,0,6,9,F,U,7,10,32,57,39517,41,F,0,F,F
14545,53,51-55,48,0,0,0,1,53,8,0,0,6,7,M,U,27,10,42,47,32346,31,F,0,F,F
14580,34,31-35,48,2,11.222333,89,2,29,36,0,0,5,10,M,S,0,4,30,64,39940,18,F,60,T,F
14581,44,41-45,36,0,0,0,2,44,28,1,0,5,10,F,M,14,12,42,44,82519,16,F,100,T,F
27139,28,26-30,0,0,0,0,0,28,6,3,0,5,10,M,M,2,9,21,68,38796,3,F,300,F,F
27140,29,26-30,36,0,0,0,1,39,33,0,0,4,8,F,U,11,13,33,52,37128,6,F,0,F,F
27156,61,61-65,36,0,0,0,3,42,13,0,0,3,10,M,S,14,15,45,39,59531,52,T,0,F,F
27157,30,26-30,36,0,0,0,3,39,25,1,0,1,9,M,M,6,12,38,49,39482,13,F,100,F,F
27255,31,31-35,36,3,8.365667,299,2,33,10,0,0,3,10,M,S,2,14,38,47,38800,30,F,90,F,F
27306,26,26-30,48,4,9.940147,74,1,33,10,2,0,5,11,M,U,2,9,26,63,37158,20,F,320,F,F
14681,45,41-45,36,3,9.299,299,2,45,28,3,0,6,10,M,S,17,15,27,56,82680,7,F,390,T,F
15211,42,41-45,48,0,0,0,0,49,36,1,0,5,9,M,U,21,6,29,64,44782,20,F,100,T,F
15079,46,46-50,36,0,0,0,3,43,7,1,0,5,0,M,M,15,15,39,44,79315,47,F,100,F,F
15181,32,31-35,36,5,10.931637,65,3,32,20,1,0,2,10,F,M,3,11,21,66,39784,42,T,250,T,F
15213,56,56-60,48,0,0,0,2,48,19,3,0,1,11,F,U,15,7,27,64,59492,7,F,300,F,F
15214,62,61-65,36,2,8.152333,219,2,42,14,0,0,5,4,F,S,14,12,38,49,57108,28,F,60,F,F
15359,33,31-35,36,0,0,0,2,39,32,0,0,4,10,M,S,9,14,34,50,37682,11,F,0,F,F
15477,27,26-30,36,0,0,0,3,23,35,3,0,5,5,F,S,0,10,38,50,38824,52,F,300,F,F
15695,30,26-30,36,0,0,0,1,39,28,2,0,5,1,M,M,9,7,23,68,37513,3,F,200,F,F
15849,59,56-60,36,0,0,0,2,44,17,3,0,6,9,M,U,16,5,14,79,52010,37,T,300,F,F
26618,47,46-50,48,0,0,0,1,42,9,3,0,2,9,F,U,12,8,33,58,57162,44,F,300,F,F
26813,32,31-35,48,2,9.355667,89,3,40,14,1,0,3,0,M,S,12,10,36,53,36570,27,F,160,F,F
26859,58,56-60,36,0,0,0,0,45,35,0,0,4,11,M,M,13,10,27,61,82993,42,F,0,F,F
27084,28,26-30,48,7,11.480313,847,0,32,16,1,0,3,10,F,M,3,11,21,66,36673,22,F,310,F,F
61674,28,26-30,0,1,0,0,24,51,1,3,0,7,10,F,M,26,7,30,62,40437,33,T,330,F,T
27268,51,51-55,36,0,0,0,1,51,12,0,0,6,8,M,S,21,13,31,55,31357,43,F,0,F,F
4590,30,26-30,36,3,0,438,28,50,31,0,0,2,11,M,S,23,11,29,58,25785,34,F,90,F,T
27333,30,26-30,36,4,9.752313,19,1,23,17,2,0,5,8,F,S,0,9,65,25,37650,23,T,320,F,F
10698,58,56-60,36,2,11.445667,179,0,26,21,0,0,6,9,F,S,0,7,43,49,53410,39,F,60,F,F
10782,63,61-65,36,0,0,0,2,63,28,0,0,2,10,F,U,31,8,32,59,33797,41,F,0,F,F
10807,32,31-35,48,6,11.711323,178,3,36,17,1,0,2,9,M,S,8,6,56,37,36803,32,F,280,F,F
10855,29,26-30,36,0,0,0,0,36,21,3,0,4,10,M,M,9,13,33,53,38239,31,F,300,F,F
10898,28,26-30,48,0,0,0,0,36,22,0,0,3,10,F,S,8,9,26,64,37270,44,T,0,F,F
11050,30,26-30,36,0,0,0,1,24,22,0,0,3,7,F,S,0,7,33,58,39986,31,T,0,F,F
43161,31,31-35,24,2,0,178,25,50,13,0,0,5,11,F,S,24,18,29,51,52999,13,F,60,F,T
11457,32,31-35,48,0,0,0,1,39,18,1,0,2,10,F,U,6,11,32,55,37887,40,T,100,F,F
11602,44,41-45,48,0,0,0,2,44,8,1,0,1,10,F,U,14,6,36,57,68215,15,F,100,T,F
11607,33,31-35,0,1,0,0,0,39,3,2,0,4,6,M,M,9,7,23,68,38695,17,F,230,F,F
11609,28,26-30,0,0,0,0,3,39,2,0,0,4,6,F,S,10,11,43,45,39633,33,T,0,F,F
11616,28,26-30,36,0,0,0,3,26,26,1,0,4,11,F,S,0,10,36,52,23221,28,F,100,F,F
11659,68,66-70,0,0,0,0,3,68,6,2,0,2,9,M,M,39,8,22,68,33085,31,F,200,F,F
11916,32,31-35,0,0,0,0,2,38,3,6,0,3,10,M,M,9,18,50,30,37678,13,F,600,F,F
11943,30,26-30,48,0,0,0,0,27,37,1,0,1,9,M,S,4,20,21,58,38445,8,F,100,F,F
12645,61,61-65,48,0,0,0,1,61,20,0,0,4,9,F,S,29,12,48,38,32671,15,F,0,F,F
12654,29,26-30,48,0,0,0,0,38,0,1,0,2,0,M,S,13,11,31,56,36849,18,T,100,F,F
4102,56,56-60,36,0,0,0,3,42,13,1,0,6,9,F,M,14,12,42,44,40683,6,F,100,F,F
4226,32,31-35,48,3,10.837233,104,0,40,38,0,0,4,0,M,U,12,13,45,41,38325,50,F,90,F,F
4374,30,26-30,36,0,0,0,2,37,9,1,0,1,11,M,M,2,11,35,52,39041,37,T,100,F,F
61281,28,26-30,0,1,10.46999,0,25,50,1,0,0,7,7,M,S,22,11,39,49,73827,23,F,30,F,T
63767,31,31-35,48,0,10.752323,0,25,50,39,1,0,6,0,M,S,20,9,37,52,64012,7,F,100,F,T
4520,59,56-60,48,5,12.64498,45,3,59,41,0,0,3,8,M,M,31,15,28,55,26223,19,F,150,F,F
4310,64,61-65,36,4,7.415667,49,3,42,14,0,0,2,10,M,U,14,11,43,45,63787,48,T,120,F,F
4497,58,56-60,48,4,13.041323,308,1,46,9,0,0,5,10,F,M,18,11,24,63,51138,52,F,120,F,F
82227,30,26-30,0,0,13.071333,0,26,50,6,1,0,4,10,F,S,18,10,36,53,47995,14,F,100,F,T
4651,29,26-30,48,3,12.12899,229,0,33,9,0,0,1,11,M,U,2,13,41,44,36934,12,F,90,F,F
4686,60,56-60,36,0,0,0,0,20,20,2,0,2,9,F,S,0,16,24,59,71011,37,F,200,F,F
4643,28,26-30,0,0,0,0,1,37,6,1,0,1,11,M,S,5,18,27,54,36532,22,F,100,F,F
85565,33,31-35,0,0,0,0,16,50,3,0,0,7,10,F,S,21,9,36,54,45621,45,F,0,F,T
5008,57,56-60,36,3,9.974657,408,1,50,28,4,0,4,0,M,M,19,11,29,59,67871,12,F,490,F,F
16163,31,31-35,36,0,0,0,16,49,31,0,0,4,9,M,U,20,17,47,34,36701,27,F,0,F,T
5170,30,26-30,48,0,0,0,1,35,13,1,0,6,10,M,U,7,13,34,52,39112,23,F,100,F,F
10457,30,26-30,12,0,11.495667,0,23,49,8,7,0,5,0,F,M,17,9,28,61,42567,19,T,700,F,T
51689,28,26-30,24,0,0,0,24,49,12,0,0,6,9,M,S,18,9,39,51,36431,17,F,0,F,T
5147,58,56-60,0,0,0,0,3,42,3,0,0,4,8,M,S,12,13,21,64,48814,49,T,0,F,F
5306,27,26-30,48,0,0,0,2,29,11,3,0,1,11,M,S,0,19,16,64,39987,15,T,300,F,F
32075,64,61-65,0,0,0,0,2,64,1,1,0,7,11,M,M,34,9,32,57,32590,22,F,100,F,F
32150,28,26-30,48,2,8.615657,249,1,28,38,1,0,1,0,F,S,0,10,29,59,37275,15,T,160,F,F
5197,31,31-35,0,1,0,0,1,36,1,3,0,3,0,M,M,6,8,49,42,37877,22,F,330,F,F
5231,33,31-35,48,0,0,0,1,39,18,0,0,6,9,F,M,7,11,27,60,38828,17,F,0,F,F
32229,31,31-35,36,3,10.482647,16,1,16,8,4,0,6,10,M,S,0,11,39,49,39350,44,F,490,F,F
32309,49,46-50,48,0,0,0,2,41,22,1,0,3,10,F,M,13,7,39,52,78185,6,F,100,F,F
31987,58,56-60,36,0,0,0,1,58,23,3,0,3,11,M,M,31,10,20,69,20827,29,F,300,F,F
71793,27,26-30,48,0,0,0,17,49,37,2,0,6,11,M,U,19,13,17,68,55731,49,F,200,F,T
32534,54,51-55,36,2,9.358,958,3,54,11,2,0,4,9,M,U,25,9,34,55,31371,51,F,260,F,F
32566,29,26-30,48,0,0,0,3,31,15,0,0,4,9,F,U,2,11,23,65,38054,21,T,0,F,F
32573,29,26-30,0,0,0,0,2,25,5,1,0,5,9,M,S,0,14,32,53,36818,48,F,100,F,F
93,48,46-50,48,0,0,0,3,28,15,0,0,1,6,M,S,0,4,30,64,41488,43,F,0,F,F
104,74,71-75,48,0,0,0,0,74,18,3,0,2,6,F,M,44,5,40,53,24806,44,F,300,F,F
202,29,26-30,36,0,0,0,2,39,21,2,0,6,8,F,U,8,10,36,52,37550,11,F,200,F,F
311,27,26-30,48,1,7.665667,399,2,30,38,2,0,3,9,F,S,0,17,33,49,37699,50,T,230,F,F
361,59,56-60,36,2,12.148323,15,0,59,31,1,0,7,11,F,U,30,9,47,43,24004,26,F,160,F,F
445,40,36-40,36,0,0,0,1,75,31,0,0,5,0,F,S,47,12,41,46,25596,30,F,0,T,F
636,44,41-45,48,0,0,0,0,44,20,0,0,2,0,M,M,13,10,27,61,52721,19,T,0,T,F
670,61,61-65,36,2,9.885667,219,1,46,26,1,0,2,10,M,S,19,8,31,59,46604,2,F,160,F,F
1031,42,41-45,0,0,0,0,2,42,1,1,0,6,10,F,U,13,9,47,43,55738,22,F,100,T,F
1315,57,56-60,48,0,0,0,3,44,38,1,0,6,11,F,U,14,6,36,57,73557,31,F,100,F,F
1363,33,31-35,36,0,0,0,3,40,23,2,0,5,10,M,M,12,9,46,44,37366,7,T,200,F,F
1781,46,46-50,48,4,12.120263,487,0,45,21,0,0,6,9,M,U,16,7,26,66,68314,6,T,120,F,F
1917,63,61-65,36,0,0,0,2,63,0,1,0,4,9,F,S,38,13,27,59,30392,12,F,100,F,F
1958,26,26-30,36,0,0,0,2,33,28,7,0,5,9,M,U,3,14,28,56,39796,37,F,700,F,F
83603,32,31-35,12,0,0,0,22,49,8,5,0,4,9,M,U,19,9,22,68,54321,48,F,500,T,T
2008,54,51-55,0,0,0,0,3,54,6,0,0,7,11,F,U,24,12,36,51,34567,20,F,0,F,F
2015,26,26-30,36,10,11.60498,405,1,29,27,1,0,2,8,F,S,0,10,36,52,37781,46,F,400,F,F
32553,31,31-35,0,0,0,0,2,31,5,3,0,2,9,F,S,0,10,51,37,37143,3,F,300,F,F
13727,27,26-30,12,0,0,0,19,48,9,2,0,2,10,M,M,19,8,26,64,51772,22,T,200,F,T
32686,59,56-60,0,0,0,0,1,59,4,0,0,6,10,M,S,32,9,38,51,23960,49,F,0,F,F
22099,29,26-30,36,0,0,0,0,25,31,1,0,4,9,F,S,0,10,36,52,37218,11,F,100,F,F
32684,54,51-55,36,0,0,0,0,54,31,0,0,5,7,F,S,22,9,32,58,34569,44,T,0,F,F
4988,37,36-40,36,0,0,0,28,48,33,0,0,4,0,M,S,20,14,21,63,54532,6,F,0,T,T
22181,29,26-30,48,0,0,0,1,39,37,1,0,4,10,F,M,13,7,39,52,38377,13,F,100,F,F
22297,28,26-30,36,3,10.41649,317,1,37,28,1,0,3,10,M,M,4,5,25,69,39898,10,T,190,F,F
9942,30,26-30,24,2,11.329647,124,27,48,13,0,0,3,10,F,U,16,8,38,52,47326,8,T,60,F,T
9659,48,46-50,36,0,0,0,2,42,27,0,0,5,1,M,M,14,13,27,58,38880,23,F,0,F,F
22688,31,31-35,48,0,0,0,2,40,41,0,0,2,9,M,S,15,9,42,48,38114,11,F,0,F,F
33252,29,26-30,0,0,8.957333,0,16,48,4,1,0,7,9,M,M,20,11,27,61,59921,18,F,100,F,T
9991,33,31-35,0,0,0,0,3,39,6,1,0,1,6,F,U,15,15,28,55,39815,19,F,100,F,F
22756,55,51-55,36,0,0,0,0,22,23,1,0,4,8,M,S,0,21,35,43,18417,45,F,100,F,F
22813,40,36-40,36,0,0,0,0,40,22,0,0,2,10,M,M,6,9,28,61,38198,12,F,0,T,F
10124,30,26-30,48,0,0,0,0,15,12,0,0,5,10,F,S,0,7,27,64,37378,13,F,0,F,F
26930,28,26-30,24,0,11.955667,0,22,47,22,1,0,2,1,M,M,19,10,35,53,29959,37,F,100,F,T
22600,33,31-35,36,0,0,0,3,37,21,1,0,1,10,M,M,6,12,38,49,39643,38,F,100,F,F
22619,53,51-55,36,3,9.467323,134,1,53,8,2,0,5,10,F,M,23,8,23,67,31899,27,F,290,F,F
23056,39,36-40,48,0,0,0,0,39,38,1,0,6,11,M,M,14,7,32,59,38873,22,T,100,T,F
10311,44,41-45,48,0,0,0,1,42,37,1,0,6,10,F,S,11,11,37,50,63942,41,F,100,F,F
10345,32,31-35,48,0,0,0,2,18,23,2,0,6,0,F,S,0,16,24,59,39050,21,F,200,F,F
22952,30,26-30,48,3,9.995657,129,1,39,35,0,0,4,9,M,U,10,16,34,48,39271,23,T,90,F,F
23001,65,61-65,48,0,0,0,2,65,10,0,0,6,11,M,M,40,18,50,31,33419,19,F,0,F,F
23340,50,46-50,48,2,8.14999,150,2,55,6,0,0,7,10,F,M,24,7,36,56,31477,18,F,60,T,F
23220,39,36-40,36,0,0,0,2,39,14,0,0,1,9,F,S,11,6,37,56,39504,44,T,0,T,F
23774,52,51-55,48,0,0,0,3,52,17,0,0,4,8,F,U,20,11,37,50,31010,29,T,0,F,F
23656,29,26-30,36,0,0,0,2,31,33,1,0,6,10,F,S,0,14,39,45,37353,13,F,100,F,F
23869,57,56-60,0,0,0,0,3,45,4,1,0,3,11,M,U,16,8,20,70,76222,31,F,100,F,F
21653,29,26-30,48,56,0,313,27,47,37,0,0,5,6,M,S,20,14,21,63,54532,23,F,1680,F,T
68543,28,26-30,12,2,8.770657,0,22,47,0,5,0,5,0,M,S,20,8,20,70,36650,3,F,560,F,T
23907,28,26-30,36,0,0,0,1,37,25,1,0,3,9,F,U,9,11,31,56,38316,1,F,100,F,F
23957,39,36-40,36,0,0,0,1,30,17,0,0,3,11,M,S,0,4,30,64,38099,1,F,0,T,F
21740,64,61-65,36,0,0,0,2,64,16,0,0,4,0,F,M,37,8,32,59,33261,17,F,0,F,F
21843,30,26-30,0,0,0,0,1,20,5,0,0,2,6,F,S,0,7,27,64,24059,36,F,0,F,F
16039,47,46-50,48,0,0,0,1,44,38,0,0,2,8,F,U,11,13,33,52,73498,29,F,0,F,F
16098,30,26-30,36,3,11.414667,348,3,36,24,5,0,6,7,F,S,6,14,40,45,37025,26,F,590,F,F
16255,60,56-60,48,7,12.238333,705,2,47,39,0,0,2,1,M,U,17,6,30,62,60686,4,F,210,F,F
16262,45,41-45,48,4,12.479,279,2,45,10,0,0,2,11,M,U,13,12,11,75,72650,15,F,120,T,F
16598,31,31-35,36,0,0,0,1,19,17,0,0,6,10,M,S,0,15,31,52,38795,25,F,0,F,F
16632,70,66-70,48,2,9.082333,349,2,70,8,0,0,4,8,M,M,38,9,39,51,33693,7,F,60,F,F
16689,31,31-35,36,0,0,0,2,40,31,2,0,1,11,M,U,8,18,36,44,37281,21,F,200,F,F
16798,40,36-40,48,32,30.470917,405,0,20,11,0,0,4,11,M,S,0,4,30,64,37761,29,F,960,T,F
17284,29,26-30,36,0,0,0,0,39,9,0,0,6,10,M,S,5,7,39,52,39501,51,F,0,F,F
17309,61,61-65,48,3,10.822323,189,0,46,39,2,0,3,11,F,M,14,10,25,64,75658,27,F,290,F,F
17393,43,41-45,48,3,11.681333,348,0,49,39,0,0,4,0,M,S,18,9,39,51,47243,38,F,90,T,F
17707,30,26-30,48,4,11.04894,349,0,22,10,0,0,5,0,F,S,0,7,33,58,39109,10,F,120,F,F
17718,28,26-30,36,2,8.749,249,2,35,33,1,0,5,10,M,M,4,5,25,69,39240,2,T,160,F,F
17927,63,61-65,0,0,0,0,0,43,1,1,0,1,10,F,U,15,15,28,55,46274,44,F,100,F,F
17950,33,31-35,0,0,0,0,3,16,2,1,0,3,11,F,S,0,6,25,67,38817,44,F,100,F,F
21974,58,56-60,36,0,0,0,2,45,34,0,0,1,9,F,S,17,8,24,66,67067,3,F,0,F,F
22025,51,51-55,36,3,10.090667,124,2,51,29,0,0,6,10,M,S,25,13,31,54,33035,6,F,90,F,F
24055,28,26-30,36,3,9.629,29,3,30,33,5,0,1,9,F,S,0,6,38,54,38611,50,F,590,F,F
27433,54,51-55,36,0,0,0,3,54,9,2,0,4,11,M,M,24,4,36,58,32275,13,F,200,F,F
27698,30,26-30,0,0,0,0,1,17,1,4,0,4,9,M,S,0,15,34,50,38649,20,T,400,F,F
27711,31,31-35,36,0,0,0,1,39,27,1,0,4,10,F,U,9,11,31,56,38101,50,F,100,F,F
27779,64,61-65,48,35,22.962202,429,0,50,36,3,0,6,8,F,U,18,16,30,52,56503,17,F,1350,F,F
27605,33,31-35,36,18,26.357967,592,2,26,16,1,0,3,11,M,S,0,10,23,66,36689,45,F,640,F,F
27707,29,26-30,36,0,0,0,0,17,29,1,0,1,8,F,S,0,10,36,52,38788,20,F,100,F,F
27792,27,26-30,48,0,0,0,3,27,14,2,0,1,9,F,S,0,8,33,58,37379,42,F,200,F,F
27884,29,26-30,0,1,0,0,3,35,2,0,0,4,0,F,U,4,9,33,57,39871,19,F,30,F,F
27843,49,46-50,36,0,0,0,2,44,32,3,0,1,0,F,U,17,7,26,66,39127,42,T,300,F,F
27861,30,26-30,48,0,0,0,1,40,15,2,0,2,11,F,M,10,8,44,47,37472,19,F,200,F,F
28040,59,56-60,36,0,0,0,2,59,24,1,0,3,0,F,U,28,11,32,56,20792,12,T,100,F,F
28149,52,51-55,36,0,0,0,0,44,28,2,0,1,11,F,M,15,10,43,45,48866,18,F,200,F,F
28088,29,26-30,36,3,11.832333,199,1,37,11,0,0,4,11,M,M,8,11,36,51,36463,6,T,90,F,F
28179,57,56-60,36,25,12.763293,430,3,41,30,1,0,6,10,M,M,13,9,38,51,47167,8,T,850,F,F
76183,32,31-35,36,0,0,0,28,47,29,1,0,3,9,M,U,18,9,25,65,35796,33,F,100,F,T
28074,45,41-45,0,0,0,0,0,44,3,1,0,1,0,M,S,12,10,36,53,79041,25,T,100,F,F
28257,34,31-35,36,23,30.1168,517,3,19,34,1,0,4,10,M,S,0,21,35,43,37765,13,F,790,T,F
28429,57,56-60,36,3,12.46498,65,2,57,31,3,0,6,3,M,M,25,8,17,73,22263,22,T,390,F,F
28417,31,31-35,48,0,0,0,1,28,37,0,0,3,10,F,S,0,7,27,64,39202,46,T,0,F,F
28574,49,46-50,48,0,0,0,0,42,38,2,0,6,11,F,M,10,8,44,47,63851,3,F,200,F,F
28601,44,41-45,0,0,0,0,2,44,4,0,0,6,11,M,M,10,5,26,67,67033,12,T,0,T,F
28702,33,31-35,48,0,0,0,3,38,9,1,0,2,0,F,U,10,11,40,47,36548,48,T,100,F,F
28644,67,66-70,0,0,0,0,3,67,6,1,0,5,5,M,U,35,7,27,65,32381,16,F,100,F,F
28820,60,56-60,48,0,0,0,3,60,16,0,0,6,11,F,S,29,12,48,38,24978,51,F,0,F,F
28835,61,61-65,48,0,0,0,3,61,19,1,0,2,5,M,S,33,9,34,55,32800,5,T,100,F,F
28903,55,51-55,48,0,0,0,3,43,5,3,0,6,10,F,M,18,10,33,55,47586,20,F,300,F,F
29222,27,26-30,36,4,11.257313,124,0,29,27,3,0,6,8,F,S,0,10,51,37,38813,11,F,420,F,F
29109,30,26-30,36,0,0,0,0,26,10,3,0,4,1,F,S,0,10,28,60,37213,2,F,300,F,F
29120,31,31-35,0,0,0,0,1,38,4,0,0,5,8,M,M,11,11,45,43,37030,23,F,0,F,F
29411,53,51-55,36,6,11.244657,278,1,53,26,1,0,6,8,M,U,20,11,10,78,31726,1,T,280,F,F
7708,28,26-30,36,0,0,0,0,38,23,0,0,3,11,M,S,13,14,19,66,38532,20,T,0,F,F
7842,52,51-55,48,0,0,0,1,41,40,1,0,5,8,M,M,16,5,49,45,42309,35,F,100,F,F
8142,32,31-35,48,2,10.655323,122,2,19,21,1,0,6,10,M,S,0,13,47,38,36465,10,T,160,F,F
8433,54,51-55,36,3,8.086657,120,0,44,25,0,0,6,10,F,M,15,11,23,64,38439,18,F,90,F,F
8485,45,41-45,36,6,10.85898,59,0,41,5,3,0,6,10,M,M,11,8,35,55,48614,5,T,480,F,F
8490,30,26-30,48,0,0,0,3,39,19,0,0,5,0,M,S,12,13,21,64,38806,30,F,0,F,F
8692,32,31-35,36,3,9.812333,179,0,39,28,3,0,6,0,F,M,8,17,39,43,38562,24,F,390,F,F
8883,41,41-45,36,0,0,0,2,41,14,1,0,3,11,F,U,10,11,40,47,75872,1,F,100,T,F
9126,32,31-35,36,0,0,0,3,39,23,1,0,6,0,F,U,9,11,31,56,37780,23,T,100,F,F
9221,26,26-30,36,0,0,0,2,31,32,1,0,2,9,F,S,0,10,36,52,38006,51,F,100,F,F
9335,29,26-30,48,1,9.882333,249,1,21,8,0,0,5,0,F,S,0,7,27,64,36846,44,T,30,F,F
12720,45,41-45,48,0,0,0,0,43,39,1,0,4,8,M,M,12,14,37,48,73308,22,F,100,F,F
29188,30,26-30,48,2,7.465667,299,0,40,12,1,0,2,8,F,M,12,9,29,61,38353,9,F,160,F,F
29272,28,26-30,36,0,0,0,2,35,28,1,0,5,0,M,M,7,6,31,61,36711,21,F,100,F,F
32837,69,66-70,48,0,0,0,0,69,23,5,0,7,11,M,M,40,8,29,62,32584,21,T,500,F,F
33038,30,26-30,36,3,12.524667,158,3,35,27,2,0,3,10,F,M,6,15,31,53,37624,30,F,290,F,F
33120,53,51-55,48,0,0,0,1,53,37,1,0,3,9,F,S,20,17,31,51,34696,32,F,100,F,F
33146,27,26-30,48,0,0,0,3,32,19,0,0,6,10,F,U,4,9,33,57,37508,48,F,0,F,F
33141,29,26-30,36,0,0,0,2,36,29,1,0,4,10,M,M,8,12,48,38,38713,43,F,100,F,F
33273,29,26-30,36,0,0,0,3,39,34,0,0,2,10,M,U,10,16,34,48,39443,11,F,0,F,F
33332,62,61-65,36,0,0,0,0,62,31,0,0,6,10,M,S,32,9,38,51,34636,9,F,0,F,F
1266,30,26-30,0,0,0,0,24,46,5,1,0,4,11,F,S,18,10,36,53,47995,45,T,100,F,T
33591,60,56-60,48,3,12.24799,248,0,60,36,6,0,6,9,M,M,32,6,34,59,25541,22,T,690,F,F
33715,36,36-40,36,0,0,0,0,36,30,1,0,4,11,M,U,8,13,35,50,37149,33,F,100,T,F
33816,28,26-30,48,3,12.711333,278,1,32,9,1,0,2,10,F,S,0,14,39,45,36908,11,F,190,F,F
34034,58,56-60,36,1,8.612333,279,2,41,32,4,0,5,9,M,M,8,9,35,54,66177,33,F,430,F,F
37202,31,31-35,36,0,0,0,20,46,31,1,0,5,6,F,S,14,10,41,47,47692,29,T,100,F,T
79864,28,26-30,24,0,0,0,19,46,22,1,0,2,10,M,S,20,9,37,52,64012,41,F,100,F,T
